OTU_total	Phylum	Class	Order	Family	Genus	OTU	T1_1	T1_2	T1_3	T1_4	T1_5	T1_6	T7_1	T7_2	T7_3	T7_4	T7_5	T7_6	DF_1	DF_2	DF_3	DF_4	DF_5	CF_1	CF_2	CF_3	CF_4	CF_5	CF_6
Otu2116	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Otu2132	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Otu2117	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Otu2133	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu2118	Chloroflexi	KD4-96	unclassified	unclassified	unclassified	Otu2134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2119	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2135	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu2120	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae	Otu2136	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2121	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Otu2137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Otu2122	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu2138	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Otu2123	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu2139	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu2124	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Otu2125	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu2126	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu2142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Otu2127	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	Otu2143	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2128	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Streptomycineae	Otu2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu2129	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu2145	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2130	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu2146	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Otu2131	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2132	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu2133	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu2134	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu2135	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Otu2151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2136	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu2152	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Otu2137	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	Otu2153	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2138	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu2154	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2139	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	unclassified	Otu2155	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2140	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Otu2141	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified	Otu2157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu2142	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu2158	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2143	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Otu2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Otu2144	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2160	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2145	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	Otu2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu2146	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu2162	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2147	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2163	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Otu2148	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu2149	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2150	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Otu2166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2151	Cyanobacteria	unclassified	unclassified	unclassified	unclassified	Otu2167	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Otu2152	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Otu2153	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Otu2154	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu2170	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2155	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu2156	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2172	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2157	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	Cystobacteraceae	Otu2173	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
Otu2158	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2174	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2159	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu2175	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu2160	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu2161	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2177	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2162	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Otu2163	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2164	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2180	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Otu2165	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MND8	unclassified	Otu2181	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu2166	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2182	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2167	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Otu2168	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu2184	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2169	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	unclassified	Otu2185	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2170	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu2186	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Otu2171	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2187	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2172	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu2173	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Otu2174	Acidobacteria	Holophagae	iii1-8	unclassified	unclassified	Otu2190	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2175	Actinobacteria	Actinobacteria	MB-A2-108	unclassified	unclassified	Otu2191	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2176	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu2192	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2177	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu2193	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2178	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Otu2194	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2179	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu2195	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Otu2180	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae	Otu2196	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu2181	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2197	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2182	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Otu2198	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2183	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2199	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2184	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu2185	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	Otu2201	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Otu2186	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2202	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2187	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2203	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu2188	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Otu2189	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2190	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified	unclassified	Otu2206	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu2191	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	unclassified	Otu2207	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2192	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu2208	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2193	Planctomycetes	Phycisphaerae	WD2101	unclassified	unclassified	Otu2209	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Otu2194	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2210	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Otu2195	Verrucomicrobia	Spartobacteria	unclassified	unclassified	unclassified	Otu2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Otu2196	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacteriaceae	Otu2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Otu2197	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu2213	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2198	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2214	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2199	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu2215	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2200	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2216	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2201	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	uncultured	Otu2217	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2202	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu2218	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2203	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	Otu2219	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu2204	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu2220	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2205	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu2221	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2206	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu2222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu2207	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu2223	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2208	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu2209	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu2225	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2210	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2226	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Otu2211	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae	Otu2227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2212	Proteobacteria	Betaproteobacteria	SC-I-84	unclassified	unclassified	Otu2228	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Otu2213	Acidobacteria	Holophagae	unclassified	unclassified	unclassified	Otu2229	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2214	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu2230	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2215	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2231	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Otu2216	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2217	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2233	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2218	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2219	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Otu2235	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2220	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2236	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu2221	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2237	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2222	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu2238	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2223	Verrucomicrobia	Spartobacteria	DA101	unclassified	unclassified	Otu2239	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2224	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu2240	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2225	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2241	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2226	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu2242	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2227	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2243	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2228	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Otu2229	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Otu2230	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	Otu2246	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Otu2231	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2232	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu2248	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2233	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu2234	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu2235	Proteobacteria	Betaproteobacteria	TRA3-20	unclassified	unclassified	Otu2251	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
Otu2236	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu2252	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Otu2237	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2253	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2238	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu2254	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2239	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu2255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu2240	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified	Otu2256	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu2241	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2257	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2242	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Otu2243	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu2259	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Otu2244	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2260	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2245	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu2261	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2246	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacteriaceae	Otu2262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2247	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae	Otu2263	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2248	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2264	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2249	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu2265	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Otu2250	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2266	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Otu2251	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu2267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2252	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu2268	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2253	BD1-5	unclassified	unclassified	unclassified	unclassified	Otu2269	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2254	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu2270	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2255	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2256	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	Otu2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu2257	Cyanobacteria	WD272	unclassified	unclassified	unclassified	Otu2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu2258	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu2274	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu2259	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2275	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Otu2260	unclassified	unclassified	unclassified	unclassified	unclassified	Otu2276	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2261	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Otu2277	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2262	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Otu2278	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
